Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,7,84,-0.078746132,Kevin Durant,,SEA,G,80,34.5125,20.325,0.7375,4.35,2.4,0.9625,0.95,0.43013899,17.0875,0.872767857,5.6,2.9,1.061898737,-0.271090608,-0.459042586,-0.39062497,-0.096408967,0.475137427,-1.295377013,1.580639458,-1.313846669
,8,91,-0.13124872,Al Horford,,ATL,C,81,31.30864198,10.11111111,0,9.666666667,1.530864198,0.740740741,0.938271605,0.499250375,8.234567901,0.728571429,2.592592593,1.691358025,-0.867202547,-1.18481752,1.466030365,-0.779206465,-0.604338363,0.457124242,0.494859099,-0.414801122,0.251113826
,12,133,-0.280642945,Ramon Sessions,,MIL,G,17,26.35294118,8.058823529,0.176470588,3.411764706,7.470588235,1,0.176470588,0.435897436,6.882352941,0.780487805,2.411764706,2.058823529,-1.254818924,-0.966178976,-0.798761342,1.876381807,-0.01051694,-0.712896283,-0.430923943,-0.003388089,-0.224683813
,12,135,-0.282783034,Thaddeus Young,Questionable - sore back,PHI,F,72,21.55555556,8.472222222,0.083333333,4.319444444,0.805555556,1.013888889,0.111111111,0.540983607,6.777777778,0.737864078,1.430555556,0.875,-1.176740147,-1.081571541,-0.470106223,-1.103484345,0.021294922,-0.813279359,0.961688529,-0.190990672,1.308141535
,14,164,-0.349870961,Joakim Noah,Out for season - personal (0g),CHI,C,73,20.98630137,6.684931507,0,5.698630137,1.150684932,0.931506849,0.876712329,0.482288828,5.02739726,0.690721649,2.657534247,1.219178082,-1.51430646,-1.18481752,0.029273038,-0.949180624,-0.167397355,0.362577746,0.145163527,-0.732647661,0.86249666
,15,170,-0.369998503,Luis Scola,,HOU,F,82,24.65853659,10.32926829,0,6.402439024,1.292682927,0.731707317,0.231707317,0.514925373,8.170731707,0.668085106,2.865853659,1.280487805,-0.825999112,-1.18481752,0.284110051,-0.885694811,-0.625029005,-0.628060341,0.740378854,-0.987986925,0.78311228
,16,183,-0.397554753,Juan Carlos Navarro,,MEM,G,82,25.86585366,10.92682927,1.902439024,2.56097561,2.170731707,0.585365854,0.012195122,0.402088773,9.341463415,0.849315068,1.780487805,1.634146341,-0.713137532,1.172212629,-1.106817344,-0.493128417,-0.960217404,-0.965200576,-1.207545836,0.370649674,0.325192027
,16,191,-0.422466788,Yi Jianlian,,MIL,F,66,24.96969697,8.575757576,0.090909091,5.212121212,0.833333333,0.545454545,0.848484848,0.421153846,7.878787879,0.84137931,2.196969697,1.333333333,-1.157185383,-1.072185543,-0.146883421,-1.091065192,-1.051632422,0.319224258,-0.722635216,0.405474415,0.714687414
,17,193,-0.424463259,Carl Landry,,HOU,F,42,16.85714286,8.142857143,0,4.928571429,0.5,0.404761905,0.166666667,0.616438356,5.214285714,0.660550459,2.595238095,0.619047619,-1.238947462,-1.18481752,-0.249551888,-1.240095027,-1.373882453,-0.727953744,1.510603427,-0.955075642,1.639550978
,18,207,-0.445726477,Sean Williams,,BKN,F,73,17.53424658,5.602739726,0,4.410958904,0.383561644,0.383561644,1.452054795,0.537704918,4.178082192,0.609022556,1.821917808,0.97260274,-1.718700455,-1.18481752,-0.436970422,-1.292153394,-1.422440676,1.246223841,0.574976374,-0.959420674,1.18176463
,18,216,-0.470124996,Mike Conley,Out for season - left heel surgery (0g),MEM,G,53,26.05660377,9.396226415,0.566037736,2.622641509,4.188679245,0.830188679,0.037735849,0.42760181,8.339622642,0.731707317,2.320754717,1.679245283,-1.002223105,-0.483524079,-1.084489189,0.409074746,-0.399461969,-0.925973567,-0.661626478,-0.349698838,0.266797512
