DATE,DJIA
8/9/2017,22048.7
8/10/2017,21844.01
8/11/2017,21858.32
8/14/2017,21993.71
8/15/2017,21998.99
8/16/2017,22024.87
8/17/2017,21750.73
8/18/2017,21674.51
8/21/2017,21703.75
8/22/2017,21899.89
8/23/2017,21812.09
8/24/2017,21783.4
8/25/2017,21813.67
8/28/2017,21808.4
8/29/2017,21865.37
8/30/2017,21892.43
8/31/2017,21948.1
9/1/2017,21987.56
9/4/2017,.
9/5/2017,21753.31
9/6/2017,21807.64
9/7/2017,21784.78
9/8/2017,21797.79
9/11/2017,22057.37
9/12/2017,22118.86
9/13/2017,22158.18
9/14/2017,22203.48
9/15/2017,22268.34
9/18/2017,22331.35
9/19/2017,22370.8
9/20/2017,22412.59
9/21/2017,22359.23
9/22/2017,22349.59
9/25/2017,22296.09
9/26/2017,22284.32
9/27/2017,22340.71
9/28/2017,22381.2
9/29/2017,22405.09
10/2/2017,22557.6
10/3/2017,22641.67
10/4/2017,22661.64
10/5/2017,22775.39
10/6/2017,22773.67
10/9/2017,22761.07
10/10/2017,22830.68
10/11/2017,22872.89
10/12/2017,22841.01
10/13/2017,22871.72
10/16/2017,22956.96
10/17/2017,22997.44
10/18/2017,23157.6
10/19/2017,23163.04
10/20/2017,23328.63
10/23/2017,23273.96
10/24/2017,23441.76
10/25/2017,23329.46
10/26/2017,23400.86
10/27/2017,23434.19
10/30/2017,23348.74
10/31/2017,23377.24
11/1/2017,23435.01
11/2/2017,23516.26
11/3/2017,23539.19
11/6/2017,23548.42
11/7/2017,23557.23
11/8/2017,23563.36
11/9/2017,23461.94
11/10/2017,23422.21
11/13/2017,23439.7
11/14/2017,23409.47
11/15/2017,23271.28
11/16/2017,23458.36
11/17/2017,23358.24
11/20/2017,23430.33
11/21/2017,23590.83
11/22/2017,23526.18
11/23/2017,.
11/24/2017,23557.99
11/27/2017,23580.78
11/28/2017,23836.71
11/29/2017,23940.68
11/30/2017,24272.35
12/1/2017,24231.59
12/4/2017,24290.05
12/5/2017,24180.64
12/6/2017,24140.91
12/7/2017,24211.48
12/8/2017,24329.16
12/11/2017,24386.03
12/12/2017,24504.8
12/13/2017,24585.43
12/14/2017,24508.66
12/15/2017,24651.74
12/18/2017,24792.2
12/19/2017,24754.75
12/20/2017,24726.65
12/21/2017,24782.29
12/22/2017,24754.06
12/25/2017,.
12/26/2017,24746.21
12/27/2017,24774.3
12/28/2017,24837.51
12/29/2017,24719.22
1/1/2018,.
1/2/2018,24824.01
1/3/2018,24922.68
1/4/2018,25075.13
1/5/2018,25295.87
1/8/2018,25283
1/9/2018,25385.8
1/10/2018,25369.13
1/11/2018,25574.73
1/12/2018,25803.19
1/15/2018,.
1/16/2018,25792.86
1/17/2018,26115.65
1/18/2018,26017.81
1/19/2018,26071.72
1/22/2018,26214.6
1/23/2018,26210.81
1/24/2018,26252.12
1/25/2018,26392.79
1/26/2018,26616.71
1/29/2018,26439.48
1/30/2018,26076.89
1/31/2018,26149.39
2/1/2018,26186.71
2/2/2018,25520.96
2/5/2018,24345.75
2/6/2018,24912.77
2/7/2018,24893.35
