Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,31,369,-0.808516491,Thomas Robinson,,HOU,F,70,15.08142857,4.757142857,0,4.5,0.657142857,0.585714286,0.371428571,0.43125,4.571428571,0.52293578,1.557142857,1.285714286,-2.086299709,-1.13778819,-0.325659613,-1.181032405,-1.085926469,-0.499911373,-0.289929424,-1.473416711,0.803315474
,32,374,-0.82280329,Kim English,,DET,G,41,9.915853659,2.902439024,0.341463415,0.902439024,0.634146341,0.390243902,0.073170732,0.375,2.731707317,0.724137931,0.707317073,0.463414634,-2.510388427,-0.734909885,-1.713968593,-1.191370507,-1.542372634,-1.011374169,-0.470303682,-0.147034286,1.916492568
,32,379,-0.831358608,Jeremy Lamb,,OKC,G,23,6.373913043,3.086956522,0.391304348,0.782608696,0.217391304,0.086956522,0.086956522,0.352941176,2.956521739,1,0.608695652,0.260869565,-2.468197438,-0.676104666,-1.760211456,-1.378723059,-2.250584074,-0.987733822,-0.637324767,0.485966578,2.19068523
,34,399,-0.877923038,Jared Cunningham,,DAL,G,8,3.2125,2,0.25,0.375,0.125,0.125,0,0.428571429,1.75,1,0.25,0.25,-2.71673631,-0.842823717,-1.917508808,-1.420257642,-2.161748111,-1.136849855,-0.114702975,0.203920318,2.205399758
,34,406,-0.89878709,Perry Jones,,OKC,F,38,7.364912281,2.315789474,0,1.631578947,0.263157895,0.131578947,0.157894737,0.393939394,2.605263158,0.666666667,0.394736842,0.394736842,-2.644529227,-1.13778819,-1.432591429,-1.358148653,-2.146385501,-0.866086532,-0.351594539,-0.161423943,2.009464205
,35,411,-0.916939706,Tony Wroten,,MEM,G,35,7.77,2.6,0.114285714,0.8,1.228571429,0.228571429,0.114285714,0.38372093,2.457142857,0.724137931,0.828571429,0.828571429,-2.579542852,-1.002947288,-1.753500103,-0.924146245,-1.919896734,-0.940868783,-0.380222919,-0.173498898,1.422166468
,35,413,-0.924763194,Marquis Teague,Note - waived by grizzlies,CHI,G,48,8.164583333,2.0625,0.083333333,0.916666667,1.3125,0.1875,0.145833333,0.380530973,2.354166667,0.5625,0.333333333,0.729166667,-2.702445324,-1.039466699,-1.708478105,-0.88641609,-2.015803315,-0.886769842,-0.378609333,-0.261614362,1.556734328
,35,416,-0.930063988,Doron Lamb,,ORL,G,47,12.2929078,3.276595745,0.29787234,0.978723404,0.680851064,0.276595745,0,0.36809816,3.468085106,0.588235294,0.723404255,0.553191489,-2.424835337,-0.786341158,-1.684530234,-1.170374363,-1.80775435,-1.136849855,-0.646292666,-0.508556289,1.794958357
,35,418,-0.934952303,Robert Sacre,,LAL,C,32,6.358333333,1.34375,0,1.0625,0.1875,0,0.3125,0.375,1.5,0.636363636,0.34375,0.3125,-2.866791653,-1.13778819,-1.652200609,-1.392160719,-2.453637704,-0.600964112,-0.254261134,-0.177557827,2.120791224
,35,419,-0.935783012,Austin Rivers,,NOR,G,61,23.14289617,6.131147541,0.442622951,1.786885246,2.081967213,0.426229508,0.147540984,0.371134021,6.360655738,0.546296296,1.770491803,1.213114754,-1.772125621,-0.615556007,-1.372658288,-0.540501504,-1.458342043,-0.883841504,-1.154931544,-1.525686712,0.901596114
,36,421,-0.947147959,Fab Melo,,BOS,C,6,6,1.166666667,0,0.5,0,0.333333333,0.333333333,0.5,1,0.25,0.666666667,0.166666667,-2.907282778,-1.13778819,-1.869270953,-1.47645149,-1.675265456,-0.565238396,0.077983812,-1.289229313,2.318211137
,36,424,-0.957882582,Miles Plumlee,,IND,C,14,3.930952381,0.928571429,0,1.571428571,0.142857143,0,0.214285714,0.238095238,1.5,0.75,0.285714286,0.214285714,-2.961724626,-1.13778819,-1.45580363,-1.41222995,-2.453637704,-0.769385346,-0.656012824,-0.028108458,2.253747492
,36,432,-0.9854192,Tyshawn Taylor,,BKN,G,38,5.790789474,2.236842105,0.157894737,0.473684211,0.552631579,0.342105263,0,0.367816092,2.289473684,0.555555556,0.710526316,0.657894737,-2.662580998,-0.951494839,-1.879426291,-1.228015532,-1.654781976,-1.136849855,-0.424912422,-0.583928636,1.653217744
,37,433,-0.986651593,Quincy Miller,,DEN,F,7,3.669047619,1.285714286,0,0.285714286,0.428571429,0.142857143,0,0.333333333,1.714285714,0.5,0.285714286,0.142857143,-2.880061854,-1.13778819,-1.951964418,-1.28378687,-2.120049598,-1.136849855,-0.431586755,-0.288219761,2.35044296
,37,436,-0.999413854,Tornike Shengelia,,BKN,F,19,4.878947368,1.578947368,0.052631579,1.210526316,0.157894737,0.157894737,0.052631579,0.434782609,1.210526316,0.5625,0.842105263,0.578947368,-2.81301242,-1.075690406,-1.595076834,-1.405469788,-2.08493506,-1.046595414,-0.061908797,-0.672127651,1.760091682
,37,439,-1.028815876,Kevin Murphy,,UTA,G,17,3.081372549,0.882352941,0.058823529,0.235294118,0.117647059,0.058823529,0,0.25,1.647058824,0,0,0.176470588,-2.972292749,-1.068384785,-1.971421704,-1.423563163,-2.316277895,-1.136849855,-0.682834569,0.007342621,2.30493921
,37,440,-1.030567953,Kris Joseph,,BKN,F,10,5.39,0.9,0,0.7,0.1,0.3,0,0.142857143,1.4,0.625,0.8,0.2,-2.968257648,-1.13778819,-1.792090386,-1.431496412,-1.753102681,-1.136849855,-0.872536763,-0.456076225,2.273086586
