Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,35,418,-0.801982518,Andrew Bynum,,LAL,C,46,7.239130435,1.608695652,0,1.739130435,0.195652174,0.086956522,0.47826087,0.402439024,1.782608696,0.296296296,0.586956522,0.369565217,-2.151295462,-1.148258344,-1.478245446,-1.393124077,-1.903778883,-0.256368344,-0.226802823,-0.694679246,2.034709965
,36,425,-0.808068223,Dwayne Jones,,BOS,F,13,6.384615385,0.923076923,0,2.153846154,0.153846154,0.076923077,0.230769231,0.333333333,0.692307692,0.5,0.923076923,0.230769231,-2.266556893,-1.148258344,-1.314263124,-1.412956948,-1.925066511,-0.615120141,-0.192642549,-0.621222252,2.223472755
,36,431,-0.820780952,Lou Williams,Questionable - ankle,PHI,G,30,4.8,1.866666667,0.066666667,0.633333333,0.333333333,0.166666667,0,0.442307692,1.733333333,0.615384615,0.433333333,0.433333333,-2.107927177,-1.06193977,-1.915487555,-1.327807821,-1.734660511,-0.949631951,-0.082357925,-0.15520107,1.947985213
,37,435,-0.842958417,Yaroslav Korolev,,LAC,F,24,5.25,1.125,0.083333333,0.541666667,0.375,0.125,0,0.3,1.25,0.7,0.416666667,0.25,-2.232610996,-1.040360126,-1.951733379,-1.30804106,-1.823063297,-0.949631951,-0.420007958,-0.058495865,2.197318874
,37,442,-0.880192264,Devin Green,,LAL,F,27,5,0.925925926,0,0.888888889,0.259259259,0.111111111,0,0.214285714,1.037037037,0.619047619,0.777777778,0.185185185,-2.266077939,-1.148258344,-1.814438592,-1.362948731,-1.852530892,-0.949631951,-0.529088189,-0.284222875,2.285467138
,37,443,-0.906750039,Antoine Wright,,BKN,G,39,9.307692308,1.794871795,0.025641026,0.769230769,0.307692308,0.102564103,0.076923077,0.358024691,2.076923077,0.5,0.564102564,0.538461538,-2.119996829,-1.115058892,-1.861752488,-1.339971982,-1.870664796,-0.838128014,-0.446882299,-0.373305715,1.805010666
,37,444,-0.910325651,Von Wafer,,LAL,G,16,4.625,1.25,0.125,0.5,0.25,0.1875,0,0.157894737,2.375,0.75,0.5,0.0625,-2.211596869,-0.986411017,-1.968208753,-1.367341344,-1.690459118,-0.949631951,-1.462046589,-0.009554425,2.452319209
,38,446,-0.926245375,Julius Hodge,,DEN,G,13,2.461538462,1,0,0.538461538,0.461538462,0.153846154,0,0.416666667,0.923076923,0.375,0.615384615,0.615384615,-2.253625123,-1.148258344,-1.953000715,-1.266987017,-1.761861368,-0.949631951,-0.097913262,-0.605325736,1.700395144
,38,447,-0.934151851,Alex Acker,,DET,G,5,7.2,1.8,0.2,1,0.8,0.2,0,0.25,3.2,0,0,0.8,-2.119134711,-0.889302621,-1.770504261,-1.106420093,-1.663938283,-0.949631951,-1.374030041,0.016277415,1.449317891
,38,449,-0.975077923,Jason Maxiell,,DET,F,26,6.076923077,2.307692308,0,1.076923077,0.115384615,0.153846154,0.192307692,0.425925926,2.076923077,0.333333333,1.615384615,0.423076923,-2.033785027,-1.148258344,-1.740088185,-1.431203189,-1.761861368,-0.670872109,-0.164108232,-1.787458806,1.961933949
