Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,20,239,-0.481825568,Josh Harrellson,,NYK,C,37,14.58648649,4.378378378,0.540540541,3.891891892,0.297297297,0.621621622,0.540540541,0.425675676,4,0.615384615,0.702702703,0.540540541,-2.055488258,-0.468587531,-0.533725445,-1.297315105,-0.959549045,-0.199505476,-0.282705485,-0.311129985,1.771576216
,21,251,-0.503607611,Bismack Biyombo,,CHA,C,63,23.0989418,5.19047619,0,5.841269841,0.428571429,0.317460317,1.825396825,0.464028777,4.412698413,0.482517483,2.26984127,1.126984127,-1.877060056,-1.188769631,0.189589762,-1.235961428,-1.697589844,2.028212199,0.014878148,-1.748813533,0.983045881
,22,258,-0.51420551,Jan Vesely,,WAS,F,57,18.90438596,4.684210526,0,4.368421053,0.824561404,0.684210526,0.561403509,0.536697248,3.824561404,0.532258065,1.087719298,1.052631579,-1.988293052,-1.188769631,-0.356909662,-1.050887336,-0.807678427,-0.163332712,0.55167768,-0.706676546,1.0830201
,22,259,-0.522032876,Nikola Vucevic,,PHI,C,51,15.91339869,5.549019608,0.058823529,4.823529412,0.607843137,0.392156863,0.666666667,0.450171821,5.705882353,0.529411765,0.666666667,0.647058824,-1.798283514,-1.110396873,-0.188042051,-1.152175093,-1.516340299,0.019175324,-0.135888384,-0.444697031,1.628352043
,23,272,-0.548318535,Lavoy Allen,,PHI,F,41,15.22235772,4.12195122,0,4.170731707,0.829268293,0.317073171,0.43902439,0.473053892,4.073170732,0.785714286,0.341463415,0.487804878,-2.111828561,-1.188769631,-0.430262144,-1.048687474,-1.698529247,-0.375516852,0.085427596,-0.009184933,1.842484434
,24,277,-0.560181415,Derrick Williams,,MIN,F,66,21.48005051,8.833333333,0.560606061,4.712121212,0.575757576,0.454545455,0.46969697,0.411646586,7.545454545,0.697435897,2.954545455,1.166666667,-1.076678082,-0.441853498,-0.229379979,-1.167170943,-1.364955736,-0.322335926,-0.744554855,-0.624392568,0.929688854
,24,285,-0.569582499,Charles Jenkins,,GSW,G,51,17.50816993,5.823529412,0.058823529,1.333333333,3.333333333,0.647058824,0.117647059,0.446735395,5.705882353,0.871794872,0.764705882,1.176470588,-1.737970224,-1.110396873,-1.483076655,0.121639035,-0.897826227,-0.932729336,-0.173831765,0.171443023,0.91650653
,25,289,-0.579564416,Jon Leuer,Out for season - ankle surgery (0g),MIL,F,46,12.05543478,4.739130435,0.065217391,2.608695652,0.543478261,0.304347826,0.369565217,0.507853403,4.152173913,0.75,0.608695652,0.391304348,-1.97622645,-1.101878095,-1.009854435,-1.182257347,-1.72940702,-0.495946996,0.36655532,-0.05930349,1.972238765
,25,296,-0.584539895,Jimmer Fredette,,SAC,G,61,18.60081967,7.573770492,1.278688525,1.196721311,1.803278689,0.491803279,0.049180328,0.385650224,7.31147541,0.833333333,0.786885246,1.098360656,-1.353420033,0.514874255,-1.533766442,-0.593463601,-1.274550435,-1.051438757,-1.08905214,0.098425178,1.021532917
,26,302,-0.599401083,Jordan Williams,,BKN,F,43,14.76317829,4.581395349,0,3.627906977,0.255813953,0.488372093,0.348837209,0.506578947,3.534883721,0.651515152,1.534883721,0.534883721,-2.010882852,-1.188769631,-0.631676848,-1.316703202,-1.282876133,-0.531885762,0.304420849,-0.515418525,1.779182359
,26,306,-0.607522621,Tristan Thompson,,CLE,C,60,23.72888889,8.25,0,6.466666667,0.45,0.45,1.033333333,0.438914027,7.366666667,0.554404145,3.216666667,1.366666667,-1.204843823,-1.188769631,0.421642779,-1.225946343,-1.375985183,0.65491165,-0.338034678,-1.8714478,0.660769438
,28,336,-0.679174293,Tobias Harris,,MIL,F,42,11.40555556,4.952380952,0.142857143,2.404761905,0.523809524,0.30952381,0.166666667,0.467455621,4.023809524,0.814814815,1.285714286,0.738095238,-1.929372604,-0.99843579,-1.085523897,-1.191449938,-1.716847608,-0.847737848,0.040889127,0.109965177,1.505944746
,29,339,-0.685244142,Enes Kanter,Questionable - bruised back,UTA,C,66,13.2479798,4.606060606,0,4.212121212,0.121212121,0.272727273,0.348484848,0.495762712,3.575757576,0.666666667,1.590909091,0.818181818,-2.005463582,-1.188769631,-0.414904599,-1.379612148,-1.806133606,-0.532496695,0.233014165,-0.471091749,1.398260564
,29,340,-0.685493905,Alec Burks,,UTA,G,59,15.91384181,7.203389831,0.254237288,2.237288136,0.93220339,0.457627119,0.084745763,0.428571429,6.050847458,0.727272727,2.423728814,0.86440678,-1.434797368,-0.850039914,-1.147664912,-1.000578631,-1.357478145,-0.989774469,-0.397462755,-0.327755562,1.336106616
,30,352,-0.704977179,Jordan Hamilton,,DEN,F,26,9.925,4.423076923,0.653846154,2.384615385,0.769230769,0.153846154,0.115384615,0.432432432,4.269230769,0.4,0.192307692,0.615384615,-2.04566742,-0.317626283,-1.092999248,-1.076747251,-2.094596059,-0.93665202,-0.246401199,-0.205046225,1.670941091
,32,373,-0.742272511,Shelvin Mack,,WAS,G,64,12.17890625,3.59375,0.1875,1.421875,2.046875,0.4375,0.03125,0.4,3.4375,0.711864407,0.921875,0.75,-2.227881077,-0.938956465,-1.450223337,-0.479613834,-1.406316162,-1.082526832,-0.412723717,-0.172148813,1.489937638
,32,376,-0.750175949,Norris Cole,,MIA,G,65,19.39153846,6.784615385,0.323076923,1.4,2.046153846,0.676923077,0.030769231,0.393333333,6.923076923,0.776470588,1.307692308,1.615384615,-1.526807431,-0.75832233,-1.458340039,-0.47995088,-0.825361265,-1.083360403,-0.927884519,-0.017900688,0.32634401
,32,377,-0.750791318,Malcolm Lee,,MIN,G,19,12.78947368,3.263157895,0.105263158,1.368421053,1.631578947,0.421052632,0.210526316,0.389830508,3.105263158,0.823529412,0.894736842,0.894736842,-2.300516361,-1.048523643,-1.470057383,-0.673711021,-1.446225344,-0.771692833,-0.433241726,0.091521543,1.295324903
,32,378,-0.751120093,Jeremy Tyler,,GSW,C,42,13.52896825,4.880952381,0,3.333333333,0.380952381,0.380952381,0.476190476,0.421052632,4.976190476,0.557692308,1.238095238,0.857142857,-1.945066368,-1.188769631,-0.740978174,-1.258217174,-1.543527731,-0.311077313,-0.397986086,-0.720332027,1.345873665
,33,393,-0.779279463,Reggie Jackson,,OKC,G,45,11.12666667,3.111111111,0.288888889,1.177777778,1.577777778,0.555555556,0.022222222,0.320754717,3.533333333,0.862068966,0.644444444,0.8,-2.33392297,-0.803872309,-1.540795426,-0.698856108,-1.11985692,-1.098179431,-0.966263564,0.125523779,1.422707784
,33,395,-0.781828265,E'Twaun Moore,,BOS,G,38,8.710964912,2.894736842,0.447368421,0.868421053,0.894736842,0.289473684,0.078947368,0.380530973,2.973684211,1,0.184210526,0.552631579,-2.381463144,-0.592724182,-1.655582003,-1.018089395,-1.765498802,-0.999827878,-0.468090171,0.08950255,1.755318641
,33,396,-0.784177019,JaJuan Johnson,,BOS,F,36,8.283333333,3.166666667,0,1.611111111,0.166666667,0.138888889,0.388888889,0.446280992,3.361111111,0.666666667,0.25,0.388888889,-2.321716709,-1.188769631,-1.380007421,-1.358368028,-2.130889537,-0.462443105,-0.10237347,-0.088511852,1.975486584
,34,404,-0.798671097,Vernon Macklin,,DET,F,23,5.889130435,2,0,1.47826087,0.217391304,0.173913043,0.173913043,0.542857143,1.52173913,0.571428571,0.608695652,0.130434783,-2.578048191,-1.188769631,-1.429301403,-1.334660821,-2.045904187,-0.835173889,0.24200964,-0.34119461,2.323003221
,34,407,-0.809395823,Andrew Goudelock,,LAL,G,40,10.465,4.375,0.7,0.775,0.5,0.1,0,0.390804598,4.35,0.916666667,0.3,0.525,-2.056230531,-0.256133811,-1.690245814,-1.202577811,-2.225252582,-1.136708905,-0.601612262,0.09172733,1.792471981
,35,410,-0.81116367,Jimmy Butler,,CHI,G,42,8.548809524,2.595238095,0.047619048,1.333333333,0.333333333,0.261904762,0.119047619,0.405063291,1.880952381,0.767857143,1.333333333,0.333333333,-2.447266822,-1.125325017,-1.483076655,-1.280472919,-1.832394193,-0.930301007,-0.204123958,-0.047698879,2.050186422
,35,414,-0.819266376,Nolan Smith,,POR,G,44,12.29734848,3.795454545,0.295454545,1.272727273,1.409090909,0.409090909,0.068181818,0.372222222,4.090909091,0.714285714,0.636363636,0.954545455,-2.183564027,-0.795124642,-1.505564488,-0.7776954,-1.475250204,-1.018493473,-0.712452654,-0.12015891,1.214906417
,36,428,-0.836706725,Tyler Honeycutt,,SAC,F,15,5.867777778,1.333333333,0.066666667,0.933333333,0.466666667,0.266666667,0.2,0.333333333,1.6,0.6,0.333333333,0.133333333,-2.724523324,-1.099947172,-1.631496351,-1.218156832,-1.820839535,-0.789943637,-0.394640431,-0.169919078,2.319105838
,37,439,-0.871513194,Trey Thompkins,,LAC,F,26,4.712820513,2.192307692,0.153846154,0.923076923,0.115384615,0.115384615,0.115384615,0.393442623,2.346153846,0.714285714,0.269230769,0.230769231,-2.535795749,-0.983794725,-1.635301984,-1.382335753,-2.187922147,-0.93665202,-0.309160224,-0.06074996,2.188093815
,37,441,-0.883095454,Cory Joseph,,SAS,G,28,9.479166667,2.071428571,0.107142857,0.892857143,1.214285714,0.25,0.107142857,0.314285714,2.5,0.647058824,0.607142857,0.428571429,-2.562354427,-1.04601925,-1.646515011,-0.868741631,-1.861280839,-0.950941797,-0.712852257,-0.221283435,1.922129557
,38,453,-0.928968455,Travis Leslie,,LAC,G,10,4.528333333,1.4,0,0.9,0.5,0.2,0.2,0.357142857,1.4,0.444444444,0.9,0.2,-2.70987581,-1.188769631,-1.643864659,-1.202577811,-1.982604753,-0.789943637,-0.279900325,-0.792645498,2.229466032
,38,454,-0.940799215,Darius Morris,,LAL,G,19,8.920175439,2.421052632,0.210526316,0.842105263,1.105263158,0.105263158,0,0.428571429,2.210526316,0.666666667,0.473684211,1,-2.485537581,-0.908277655,-1.665346457,-0.919695574,-2.212481643,-1.136708905,-0.140601439,-0.152332049,1.153788368
,39,457,-0.954432767,Justin Harper,,ORL,F,14,5.973809524,1.428571429,0.142857143,0.857142857,0.142857143,0.142857143,0.214285714,0.290322581,2.214285714,0,0.071428571,0.428571429,-2.703598305,-0.99843579,-1.659766769,-1.3694959,-2.121260655,-0.765174689,-0.73323424,-0.161058113,1.922129557
,39,458,-0.956655158,DeAndre Liggins,,ORL,G,17,6.768627451,1.941176471,0,0.882352941,0.294117647,0.352941176,0,0.48,1.470588235,0.473684211,1.117647059,0.588235294,-2.590972467,-1.188769631,-1.650412587,-1.29880118,-1.61149631,-1.136708905,0.055242637,-0.89542397,1.707445989
,39,460,-0.962684741,Keith Benson,,GSW,C,3,3.044444444,0,0,1,0,0,0,0,0.333333333,0,0,0,-3.017473589,-1.188769631,-1.606759735,-1.436263136,-2.46790041,-1.136708905,-0.291489315,-0.017183397,2.498385449
,39,464,-0.964284634,Marcus Morris,,HOU,F,18,7.337037037,2.333333333,0.111111111,1,0.166666667,0.111111111,0.111111111,0.303571429,3.111111111,0.6,0.555555556,0.222222222,-2.504810625,-1.040732199,-1.606759735,-1.358368028,-2.198291712,-0.944061534,-0.953381108,-0.271742865,2.199586097
,39,467,-0.9776103,Josh Selby,,MEM,G,28,8.456547619,2.25,0.071428571,0.535714286,1.071428571,0.25,0,0.347222222,2.571428571,0.785714286,0.5,1.035714286,-2.523120016,-1.09360271,-1.779032597,-0.935508867,-1.861280839,-1.136708905,-0.569534445,-0.005471361,1.105767044
