Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,10,114,-0.202757849,Malcolm Brogdon,,MIL,G,75,26.43177778,10.22666667,1.04,2.8,4.253333333,1.12,0.16,0.458135861,8.44,0.865079365,1.68,1.493333333,-0.792264501,-0.295246266,-1.089049719,0.53931965,0.284390557,-0.927931618,-0.18661395,0.337660905,0.304914302
,14,157,-0.341969811,Yogi Ferrell,,DAL,G,46,26.02246377,10.04347826,1.47826087,2.391304348,3.760869565,0.956521739,0.195652174,0.406091371,8.565217391,0.831460674,1.934782609,1.52173913,-0.823506927,0.183660376,-1.243851465,0.316720333,-0.134976603,-0.860878824,-1.002891946,0.215716741,0.272280019
,14,166,-0.366068117,Alex Poythress,,PHI,F,6,26.13888889,10.66666667,1,4.666666667,0.833333333,0.5,0.166666667,0.462962963,9,0.8,1.666666667,0.5,-0.717223357,-0.338955999,-0.382011956,-1.006559897,-1.306081706,-0.91539329,-0.119901923,0.045399876,1.446115202
,17,204,-0.434179542,Caris LeVert,,BKN,G,57,21.6994152,8.210526316,1.035087719,3.280701754,1.929824561,0.877192982,0.122807018,0.45,6.666666667,0.720430108,1.631578947,1.035087719,-1.136113316,-0.300614128,-0.906974204,-0.510933182,-0.338476905,-0.997882286,-0.245797805,-0.302198392,0.831374343
,18,207,-0.435429087,Marquese Chriss,Questionable - hip pain,PHO,F,82,21.26077236,9.182926829,0.87804878,4.243902439,0.719512195,0.817073171,0.853658537,0.449367089,7.707317073,0.624309392,2.207317073,1.317073171,-0.9702723,-0.47221738,-0.54214246,-1.058008367,-0.492700926,0.376666049,-0.293502415,-0.974096533,0.507412546
,18,208,-0.436696738,Shawn Long,,PHI,F,17,13.74215686,8.705882353,0.411764706,4.941176471,0.764705882,0.529411765,0.529411765,0.564814815,6.352941176,0.542857143,2.058823529,0.764705882,-1.051631308,-0.981746192,-0.278035814,-1.037580298,-1.230632358,-0.233160775,1.096967752,-1.356456862,1.142005211
,19,220,-0.461405441,Ivica Zubac,,LAL,C,38,16.01403509,7.473684211,0,4.131578947,0.789473684,0.368421053,0.894736842,0.53164557,6.236842105,0.653061224,1.289473684,0.789473684,-1.261780304,-1.431699328,-0.584687254,-1.026384965,-1.643618265,0.453924035,0.699462356,-0.471415722,1.113550475
,19,222,-0.468158179,Jamal Murray,,DEN,G,82,21.52052846,9.890243902,1.402439024,2.585365854,2.085365854,0.658536585,0.292682927,0.404663923,8.890243902,0.883333333,1.463414634,1.390243902,-0.849640749,0.100806561,-1.170346744,-0.44062672,-0.899391316,-0.678388323,-1.064212567,0.365026623,0.423349622
,19,224,-0.470524405,Buddy Hield,,SAC,G,82,23.02642276,10.56097561,1.804878049,3.292682927,1.463414634,0.463414634,0.12195122,0.426336375,9.353658537,0.842105263,0.926829268,1.231707317,-0.735248761,0.54056912,-0.902436093,-0.721755863,-1.399933335,-0.999491827,-0.749903244,0.127994403,0.605485958
,20,236,-0.509626572,Skal Labissiere,Questionable - sprained left ankle,SAC,F,33,18.53535354,8.757575758,0.090909091,4.848484848,0.818181818,0.484848485,0.363636364,0.539170507,6.575757576,0.702702703,2.242424242,1.151515152,-1.042815098,-1.332359025,-0.313144641,-1.013408557,-1.344949552,-0.54494271,0.827618073,-0.52025316,0.697615527
