Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,25,293,-0.67239044,DeAndre Jordan,,LAC,C,49,15.75510204,4.653061224,0,4.816326531,0.224489796,0.224489796,1.204081633,0.632653061,3,0.385321101,2.224489796,0.836734694,-2.071095362,-1.216454329,-0.357253735,-1.385009374,-1.951397636,0.930721089,0.959106867,-2.562573093,1.602441617
,25,300,-0.67936428,Steven Hill,,OKC,C,1,2,2,0,3,0,0,0,1,1,0,0,0,-2.604028303,-1.216454329,-1.079687543,-1.491240285,-2.515701184,-1.110310027,1.038897278,-0.002708684,2.86695456
,27,317,-0.717278189,Robin Lopez,Questionable - coach's decision,PHO,F,60,10.15,3.15,0,1.966666667,0.133333333,0.183333333,0.683333333,0.518248175,2.283333333,0.691176471,1.133333333,0.466666667,-2.373022371,-1.216454329,-1.490690148,-1.428145562,-2.054853287,0.04800396,0.21981029,-0.321858133,2.161705878
,28,328,-0.735220458,J.J Hickson,,CLE,F,62,11.35483871,3.951612903,0,2.661290323,0.14516129,0.225806452,0.483870968,0.515463918,3.129032258,0.671641791,1.080645161,0.725806452,-2.2119986,-1.216454329,-1.21440744,-1.42254845,-1.948087938,-0.290103427,0.283544819,-0.367010366,1.77008161
,28,330,-0.73625933,Chris Douglas-Roberts,,BKN,G,42,13.88095238,5.142857143,0.071428571,1.166666667,1.238095238,0.285714286,0.166666667,0.460227273,4.19047619,0.822580645,1.476190476,0.738095238,-1.972707742,-1.125128037,-1.808885714,-0.905360717,-1.797496669,-0.82779442,-0.073297755,0.132826867,1.751510216
,29,340,-0.749100985,Malik Hairston,,SAS,G,14,11.07142857,3.571428571,0,2,0.928571429,0.428571429,0.5,0.489795918,3.5,0.285714286,0.5,0.857142857,-2.288368023,-1.216454329,-1.477432,-1.051830609,-1.438394412,-0.262763207,0.141353404,-0.719619524,1.571599838
,30,350,-0.768882484,Mike Taylor,,LAC,G,49,15.6122449,5.897959184,0.265306122,1.775510204,2.163265306,0.734693878,0.020408163,0.413533835,5.428571429,0.691358025,1.653061224,1.489795918,-1.821026828,-0.877242387,-1.566721572,-0.467560601,-0.668889575,-1.075716279,-0.590927878,-0.467361919,0.615504686
,30,352,-0.772333511,Goran Dragic,,PHO,G,55,13.27272727,4.472727273,0.363636364,1.872727273,2.018181818,0.527272727,0.054545455,0.392857143,4.072727273,0.769230769,1.181818182,1.327272727,-2.107319895,-0.751520478,-1.528054022,-0.536215619,-1.190287397,-1.017850374,-0.607499002,-0.073372214,0.861117399
,30,355,-0.777459258,Joe Alexander,,MIL,F,59,12.23728814,4.711864407,0.271186441,1.949152542,0.711864407,0.254237288,0.491525424,0.416326531,4.152542373,0.698795181,1.406779661,0.881355932,-2.059283289,-0.869723999,-1.497656294,-1.15437863,-1.876620895,-0.277128408,-0.428945771,-0.368403928,1.535007896
,32,373,-0.817083781,Henry Walker,,BOS,G,27,8.074074074,3.259259259,0,1.074074074,0.481481481,0.222222222,0.074074074,0.620689655,2.148148148,0.695652174,0.851851852,0.666666667,-2.351074947,-1.216454329,-1.845713904,-1.263398231,-1.957097672,-0.984747535,0.637033871,-0.231757726,1.859456443
,32,374,-0.817896573,J.R. Giddens,,BOS,G,3,2.333333333,1.333333333,0,1,0,0.333333333,0,0.666666667,1,0,0,0.333333333,-2.737944786,-1.216454329,-1.875176456,-1.491240285,-1.677795917,-1.110310027,0.387355825,-0.002708684,2.363205501
,32,378,-0.826978128,Donte Greene,,SAC,F,55,13.25454545,3.8,0.472727273,1.563636364,0.545454545,0.290909091,0.254545455,0.326271186,4.290909091,0.852941176,0.618181818,0.672727273,-2.2424538,-0.612040323,-1.650993217,-1.23312551,-1.784438405,-0.678831646,-1.198601688,0.107384073,1.850297369
,33,387,-0.847072888,Othello Hunter,,ATL,F,15,6.066666667,1.466666667,0,1.6,0.066666667,0.133333333,0.333333333,0.55,1.333333333,0,0.333333333,0.133333333,-2.71116149,-1.216454329,-1.636529783,-1.459692924,-2.180539077,-0.545278814,0.211836898,-0.751291411,2.665454937
,33,389,-0.848278839,Sean Singletary,,CHA,G,35,8.628571429,2.571428571,0.285714286,1,0.828571429,0.314285714,0,0.369047619,2.4,0.857142857,0.6,0.657142857,-2.489242747,-0.85114916,-1.875176456,-1.099151651,-1.725676217,-1.110310027,-0.468962676,0.111310108,1.873849273
,33,393,-0.856592527,Darnell Jackson,,CLE,F,50,8.52,1.96,0,1.74,0.16,0.2,0.08,0.430232558,1.72,0.685714286,0.7,0.28,-2.612063292,-1.216454329,-1.580845559,-1.415526618,-2.012958023,-0.974702536,-0.129891845,-0.21069589,2.443805351
,34,407,-0.889372581,Jerryd Bayless,,POR,G,53,12.30188679,4.301886792,0.132075472,1.075471698,1.471698113,0.301886792,0.037735849,0.365079365,3.566037736,0.805825243,1.943396226,1.056603774,-2.141637429,-1.047586845,-1.845158007,-0.794817403,-1.756843583,-1.046344229,-0.725319985,0.083189161,1.270165091
,35,410,-0.906399099,Alexis Ajinca,Out for season - knee surgery (0g),CHA,F,31,5.838709677,2.258064516,0,0.967741935,0.096774194,0.225806452,0.225806452,0.362318841,2.225806452,0.714285714,0.903225806,0.387096774,-2.552189665,-1.216454329,-1.888006923,-1.445445728,-1.948087938,-0.727546947,-0.464072042,-0.197743975,2.281955653
,35,416,-0.920253583,Joey Dorsey,,HOU,F,3,2,0.666666667,0,0.333333333,0.333333333,0,0,0.5,0.666666667,0,0,0,-2.871861269,-1.216454329,-2.140339427,-1.333503478,-2.515701184,-1.110310027,0.04164159,-0.002708684,2.86695456
,36,431,-0.979807097,Walter Sharpe,,DET,F,8,2.5,1,0,0.375,0,0,0.25,0.363636364,1.375,0,0.25,0,-2.804903028,-1.216454329,-2.123766742,-1.491240285,-2.515701184,-0.686536617,-0.282470521,-0.564145729,2.86695456
,37,441,-1.037388565,Nathan Jawai,,TOR,F,6,3.166666667,0.333333333,0,0.333333333,0,0,0,0.25,0.666666667,0,0,0.333333333,-2.93881951,-1.216454329,-2.140339427,-1.491240285,-2.515701184,-1.110310027,-0.284129137,-0.002708684,2.363205501
,38,445,-1.12429806,Sonny Weems,,DEN,G,12,4.666666667,1.583333333,0,0.333333333,0.25,0.083333333,0,0.32,2.083333333,0.375,0.666666667,0.5,-2.687726105,-1.216454329,-2.140339427,-1.37293768,-2.306224867,-1.110310027,-0.606582631,-0.789438449,2.111330972
