Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,37,434,-0.865880213,Nigel Hayes,,SAC,F,9,13.57592593,3,0.444444444,2.444444444,0.666666667,0.222222222,0.333333333,0.333333333,3.666666667,0.333333333,0.333333333,0.222222222,-2.361656335,-1.152757762,-1.208626255,-1.222258997,-1.84951547,-0.632783355,-0.820125914,-0.528929863,1.983732036
,37,435,-0.871797559,Rodney Purvis,,ORL,G,16,18.09791667,6,0.8125,1.6875,1.0625,0.1875,0.1875,0.327102804,6.6875,0.866666667,0.9375,0.625,-1.77358145,-0.740410471,-1.497136865,-1.029580642,-1.931183711,-0.928878736,-1.615537275,0.178723317,1.491407804
,37,440,-0.878968286,Dwayne Bacon,Questionable - r ankle sprain,CHA,F,53,13.49716981,3.301886792,0.20754717,2.339622642,0.716981132,0.301886792,0.037735849,0.373056995,3.641509434,0.8,0.471698113,0.41509434,-2.302478988,-1.418163208,-1.248579256,-1.197767607,-1.662140788,-1.232955125,-0.562913506,-0.033696255,1.747980159
,38,448,-0.887615595,Andrew White,,ATL,F,15,13.94,4.6,1.2,2.266666667,0.4,0.2,0.066666667,0.342465753,4.866666667,0.25,0.266666667,0.533333333,-2.048016396,-0.306278796,-1.276386545,-1.352063362,-1.901783144,-1.174214909,-1.030176784,-0.503074426,1.603454008
,38,449,-0.890450405,Edmond Sumner,,IND,G,1,2.166666667,2,0,1,0,0,0,1,1,0,0,0,-2.557681296,-1.650686565,-1.759178612,-1.54676991,-2.372192214,-1.309572797,0.975821478,-0.049152925,2.255359198
,38,453,-0.898962601,Mangok Mathiang,,CHA,F,4,4.95,2,0,2.5,0,0.25,0,0.571428571,1.75,0,0.25,0,-2.557681296,-1.650686565,-1.187451164,-1.54676991,-1.784180877,-1.309572797,0.362180446,-0.671860442,2.255359198
,38,456,-0.902277267,T.J. Leaf,,IND,F,54,8.542592593,2.888888889,0.333333333,1.518518519,0.166666667,0.092592593,0.074074074,0.470588235,2.518518519,0.625,0.296296296,0.185185185,-2.383436886,-1.277239962,-1.561544432,-1.465642182,-2.154410238,-1.159175144,0.054960608,-0.203010397,2.029003229
,39,457,-0.903413466,Semi Ojeleye,,BOS,F,86,15.48875969,2.569767442,0.523255814,2.151162791,0.23255814,0.255813953,0.046511628,0.344339623,2.465116279,0.652173913,0.534883721,0.302325581,-2.445992655,-1.064462247,-1.320411036,-1.433568429,-1.770506194,-1.215137061,-0.48541231,-0.281051184,1.885819919
,39,459,-0.904394553,Antonius Cleveland,,ATL,G,17,7.205882353,1.352941176,0.176470588,0.823529412,0.117647059,0.411764706,0.294117647,0.380952381,1.235294118,0.666666667,0.352941176,0.411764706,-2.684520977,-1.45297954,-1.826440664,-1.489503278,-1.403702952,-0.712405643,-0.136013315,-0.186034652,1.752050044
,39,460,-0.905957843,Davon Reed,,PHO,G,21,11.53095238,3,0.523809524,1.857142857,0.619047619,0.476190476,0.095238095,0.289473684,3.619047619,0.666666667,0.571428571,0.476190476,-2.361656335,-1.063841904,-1.432477213,-1.245438348,-1.252170619,-1.116204385,-1.084361814,-0.27077096,1.673300993
,39,461,-0.907130156,Milton Doyle,,BKN,G,10,12.45,3.4,0.4,1.8,1,0.6,0.2,0.276595745,4.7,0.5,0.8,0.2,-2.28324635,-1.202550642,-1.454257306,-1.06000354,-0.960965004,-0.903499132,-1.530526305,-0.780017875,2.010894752
,39,465,-0.917776256,Isaiah Hicks,,NYK,F,18,13.30648148,4.444444444,0.111111111,2.277777778,0.888888889,0.111111111,0.222222222,0.458333333,4,0.666666667,1,0.888888889,-2.078509168,-1.526204364,-1.272151527,-1.114088693,-2.110853842,-0.858379836,-0.031664937,-0.436984486,1.168850548
